step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
463,CASH_OUT,6126.99,C2602,2002.87,10497.81,M2602,15115.51,2501.47,0
561,PAYMENT,7164.58,C2603,16149.97,4177.82,M2603,17195.59,14937.29,0
382,PAYMENT,4173.32,C2604,2704.8,1341.31,M2604,9721.91,11929.51,0
590,TRANSFER,7575.38,C2605,11907.47,10058.68,M2605,12397.25,18048.8,0
617,CASH_IN,2277.74,C2606,6854.81,9991.24,M2606,10746.33,4012.22,0
169,CASH_IN,2220.55,C2607,4519.57,14138.02,M2607,11249.41,15194.52,0
217,DEBIT,1622.56,C2608,12789.37,14895.01,M2608,17800.96,13693.43,0
378,CASH_OUT,3726.23,C2609,9140.05,14555.83,M2609,7112.34,5316.91,0
119,TRANSFER,8471.65,C2610,8002.91,8191.17,M2610,4163.68,13347.57,0
190,CASH_OUT,8280.84,C2611,11857.04,12633.8,M2611,9125.6,18487.47,0
370,TRANSFER,3834.41,C2612,9825.35,11538.9,M2612,4161.7,18368.72,0
149,TRANSFER,5895.3,C2613,6069.68,8431.24,M2613,9968.01,14392.53,0
676,TRANSFER,7210.96,C2614,11181.23,11944.25,M2614,18070.16,961.46,0
652,CASH_OUT,2419.66,C2615,13389.97,18944.96,M2615,12348.67,17445.29,0
488,PAYMENT,1689.73,C2616,533.86,3857.87,M2616,17108.66,13155.57,0
374,CASH_OUT,9721.24,C2617,9317.43,18115.44,M2617,3323.82,6208.69,0
693,TRANSFER,6179.4,C2618,1153.67,1069.11,M2618,18017.47,3745.01,0
160,DEBIT,9814.34,C2619,3728.11,6167.78,M2619,12035.74,2324.08,0
351,CASH_IN,3384.18,C2620,11210.17,5762.9,M2620,635.2,1004.74,0
288,TRANSFER,7033.29,C2621,17323.78,12527.3,M2621,12662.38,15082.06,0
288,DEBIT,2233.81,C2622,17656.11,2624.5,M2622,19027.94,4716.86,0
226,PAYMENT,2619.39,C2623,1398.88,17646.95,M2623,1583.34,485.06,1
523,TRANSFER,5123.9,C2624,8382.1,16571.03,M2624,11649.12,7945.41,0
522,DEBIT,3202.99,C2625,11660.13,13041.32,M2625,18309.57,9652.14,0
273,TRANSFER,1684.54,C2626,2941.4,9168.28,M2626,193.9,3384.6,0
402,CASH_OUT,2636.18,C2627,15308.64,18659.12,M2627,12618.26,880.97,0
183,DEBIT,367.13,C2628,14884.71,16614.93,M2628,9498.05,3782.51,0
665,CASH_OUT,7047.19,C2629,18066.82,9986.3,M2629,6939.79,13582.06,0
488,CASH_OUT,4926.25,C2630,169.72,14037.47,M2630,12550.73,1644.87,0
124,DEBIT,951.49,C2631,4333.68,11338.6,M2631,1054.04,11100.74,0
626,CASH_IN,1725.22,C2632,16543.73,11758.84,M2632,15061.26,2928.24,0
414,DEBIT,1034.32,C2633,13411.6,6619.52,M2633,89.59,3913.78,0
725,CASH_IN,6129.8,C2634,17887.8,9241.69,M2634,6138.71,7861.56,0
172,TRANSFER,951.16,C2635,1143.59,1562.43,M2635,10079.17,2016.51,0
288,TRANSFER,7545.28,C2636,11939.28,7146.97,M2636,7540.45,3464.07,0
435,DEBIT,214.9,C2637,11380.93,13916.57,M2637,6149.52,6979.05,0
686,TRANSFER,2501.26,C2638,713.49,19064.32,M2638,16616.7,6593.38,0
113,PAYMENT,8907.76,C2639,10270.44,19261.28,M2639,18696.65,14985.43,0
122,CASH_OUT,7188.13,C2640,12190.41,11114.46,M2640,17474.25,1495.65,0
544,CASH_OUT,738.95,C2641,3825.86,12132.45,M2641,10448.63,17209.01,0
222,CASH_IN,8213.05,C2642,5466.59,3714.42,M2642,17683.28,16324.64,0
631,TRANSFER,4935.42,C2643,12806.95,13906.16,M2643,18417.23,15319.83,0
39,CASH_IN,8469.36,C2644,9366.02,1413.18,M2644,8184.77,6187.45,0
497,CASH_OUT,6011.39,C2645,17160.27,5693.71,M2645,5668.92,16457.64,0
233,CASH_OUT,6821.51,C2646,6847.64,13367.27,M2646,1965.3,3656.04,0
530,TRANSFER,9935.08,C2647,5333.19,6206.2,M2647,9581.84,2488.18,0
149,PAYMENT,2331.03,C2648,19697.32,996.94,M2648,18925.94,899.13,0
397,PAYMENT,6243.22,C2649,18222.72,16637.41,M2649,11218.15,18786.21,0
661,TRANSFER,4608.61,C2650,579.85,6206.6,M2650,13351.24,6160.22,0
638,TRANSFER,404.13,C2651,15414.57,1262.1,M2651,2257.68,18352.36,0
302,CASH_IN,154.56,C2652,2206.7,1495.76,M2652,2870.39,5452.27,0
360,TRANSFER,1201.09,C2653,549.7,5035.18,M2653,9289.47,18151.32,0
238,PAYMENT,6494.43,C2654,5473.91,3560.32,M2654,19025.3,18078.58,0
647,TRANSFER,5675.96,C2655,5386.92,15486.0,M2655,7215.69,18473.52,0
663,CASH_IN,5538.76,C2656,16386.38,6433.68,M2656,17549.68,9923.07,0
236,CASH_IN,328.25,C2657,14213.34,16093.92,M2657,2405.77,17318.93,0
736,CASH_IN,4698.34,C2658,19632.19,3476.92,M2658,12340.34,19015.32,0
203,CASH_IN,9246.98,C2659,14230.26,9857.58,M2659,12012.26,6492.34,0
256,DEBIT,3981.94,C2660,8365.11,13760.74,M2660,17197.5,8377.49,0
598,TRANSFER,6252.98,C2661,13978.55,13039.82,M2661,66.33,14384.8,0
662,CASH_OUT,7800.39,C2662,19989.18,12022.59,M2662,3798.63,6007.2,0
235,TRANSFER,7841.41,C2663,14202.84,18496.43,M2663,4393.75,15076.19,0
345,DEBIT,5197.61,C2664,15233.63,4570.5,M2664,18999.32,1477.84,0
534,CASH_IN,8580.94,C2665,18767.3,9874.38,M2665,3073.87,10469.97,0
466,DEBIT,3919.87,C2666,2273.03,17679.85,M2666,739.25,2446.27,0
541,PAYMENT,8888.05,C2667,14095.69,1557.88,M2667,10689.23,5866.47,0
213,PAYMENT,2409.87,C2668,17016.12,1117.77,M2668,10571.17,5172.51,0
463,TRANSFER,2809.36,C2669,19087.57,4666.05,M2669,16880.94,16778.64,0
436,TRANSFER,540.68,C2670,4219.39,12660.42,M2670,18977.19,3870.35,0
283,CASH_OUT,7957.86,C2671,10078.58,5197.59,M2671,10770.91,16168.96,0
562,CASH_OUT,4176.38,C2672,13611.1,3804.8,M2672,18599.88,15879.21,0
607,PAYMENT,2298.87,C2673,4949.35,9176.05,M2673,14503.18,9977.66,0
463,CASH_IN,2325.58,C2674,12009.46,12271.96,M2674,5291.18,4676.87,0
407,DEBIT,9014.99,C2675,5151.58,4971.15,M2675,18568.41,4537.93,0
88,CASH_OUT,8340.83,C2676,6669.14,6013.82,M2676,13348.86,9298.49,0
44,CASH_OUT,5539.77,C2677,8830.37,12271.19,M2677,8281.92,176.18,0
461,CASH_IN,6164.95,C2678,10583.8,18914.77,M2678,13604.84,10627.02,0
278,CASH_IN,4748.51,C2679,8987.32,13494.83,M2679,8026.26,19055.59,0
683,TRANSFER,3922.75,C2680,9863.91,15658.08,M2680,2283.68,3094.14,0
421,DEBIT,9155.61,C2681,5971.78,7336.2,M2681,14379.57,11466.91,0
701,CASH_IN,1264.87,C2682,3179.3,5445.09,M2682,16481.75,19235.57,0
353,CASH_OUT,4190.28,C2683,947.0,9085.35,M2683,14576.12,17210.44,0
696,CASH_OUT,3452.17,C2684,3919.57,16142.66,M2684,4582.29,17007.6,0
515,PAYMENT,4986.53,C2685,11638.87,9125.99,M2685,19132.7,16437.0,0
703,CASH_IN,4581.74,C2686,15722.31,16934.51,M2686,505.09,6180.47,0
630,TRANSFER,5193.71,C2687,3384.95,19775.44,M2687,6653.71,17812.34,0
19,DEBIT,1407.79,C2688,2171.11,1440.53,M2688,5201.85,18826.81,0
23,TRANSFER,5136.28,C2689,14985.81,908.2,M2689,962.52,9915.85,0
413,CASH_OUT,2431.76,C2690,6103.17,2991.79,M2690,8114.59,7091.42,0
30,TRANSFER,1851.47,C2691,19029.99,7687.39,M2691,12462.3,8284.58,0
108,CASH_OUT,657.69,C2692,14286.36,2620.84,M2692,17651.06,6684.13,0
367,CASH_OUT,7628.9,C2693,6535.12,17413.29,M2693,19793.79,4248.37,0
281,CASH_OUT,4280.14,C2694,5790.85,462.93,M2694,16161.79,12368.97,0
128,CASH_OUT,6270.17,C2695,10473.97,6315.85,M2695,9373.61,11251.94,0
229,CASH_OUT,7278.66,C2696,1582.89,3693.89,M2696,14474.09,9251.7,0
111,PAYMENT,6796.37,C2697,2353.53,18630.79,M2697,16872.48,1916.91,0
136,TRANSFER,4710.3,C2698,3517.16,13389.62,M2698,9306.14,15937.86,0
362,PAYMENT,3885.11,C2699,15494.47,18240.61,M2699,15701.09,3498.67,0
186,PAYMENT,3765.84,C2700,10277.15,19446.57,M2700,9653.05,2291.24,0
656,CASH_IN,6404.09,C2701,211.34,9941.96,M2701,7729.92,12461.43,0
584,CASH_IN,4953.0,C2702,13470.33,4686.38,M2702,10521.82,7972.89,0
129,CASH_IN,8492.83,C2703,8473.8,3874.58,M2703,13517.09,1196.17,0
261,DEBIT,8748.27,C2704,10217.05,4458.38,M2704,14537.64,7111.37,0
515,CASH_IN,1713.9,C2705,4282.32,14171.87,M2705,7134.73,15435.61,0
449,TRANSFER,1370.97,C2706,11035.64,808.91,M2706,11426.41,12304.98,0
104,PAYMENT,6307.71,C2707,19583.06,1027.22,M2707,18197.42,7255.72,0
483,TRANSFER,3019.25,C2708,1468.89,12162.86,M2708,19526.26,3836.1,0
224,CASH_IN,195.52,C2709,5678.35,12841.14,M2709,4544.96,12635.91,0
491,DEBIT,8887.54,C2710,4859.95,13305.26,M2710,3856.62,17751.11,0
473,DEBIT,2276.74,C2711,4970.99,7437.61,M2711,13533.71,12925.45,0
10,PAYMENT,9293.51,C2712,7574.13,16118.9,M2712,8293.68,16258.08,0
405,TRANSFER,7177.17,C2713,16362.2,10672.49,M2713,484.45,10430.56,0
302,CASH_OUT,7628.91,C2714,18257.17,2109.31,M2714,6937.24,14359.42,0
231,TRANSFER,2022.6,C2715,4044.3,15941.99,M2715,16134.89,17924.54,0
731,CASH_IN,2349.6,C2716,10859.0,19061.36,M2716,15948.54,15463.58,0
66,CASH_OUT,5217.46,C2717,12737.98,1200.73,M2717,9893.7,18197.08,0
112,DEBIT,1729.28,C2718,10436.55,7827.03,M2718,9451.56,8622.79,0
13,PAYMENT,3061.26,C2719,8681.53,9750.32,M2719,11590.15,18084.41,0
393,PAYMENT,3221.41,C2720,3839.51,2929.42,M2720,4387.93,12431.34,0
500,DEBIT,1604.7,C2721,9764.39,17354.18,M2721,10520.87,17400.98,0
598,CASH_IN,2059.78,C2722,8024.3,5682.99,M2722,220.93,787.53,0
234,DEBIT,7887.63,C2723,15911.27,15660.17,M2723,9511.19,13157.05,0
602,CASH_IN,1680.29,C2724,15272.09,13419.89,M2724,6721.02,16959.5,0
314,CASH_OUT,294.29,C2725,2679.97,11960.92,M2725,13497.39,3484.04,0
566,DEBIT,6297.26,C2726,1770.38,3842.86,M2726,12767.07,13235.74,0
12,CASH_IN,9760.07,C2727,18163.08,4414.07,M2727,7616.72,16499.09,0
209,CASH_OUT,3318.83,C2728,10710.17,946.97,M2728,145.46,5758.99,0
14,DEBIT,1195.37,C2729,17156.02,4814.25,M2729,5045.47,8104.93,0
633,PAYMENT,5708.17,C2730,1163.02,6908.87,M2730,12666.96,11390.35,0
418,DEBIT,9064.48,C2731,10530.31,16662.91,M2731,1447.47,10383.35,0
437,TRANSFER,7842.78,C2732,10788.53,7327.85,M2732,2152.85,783.79,1
377,DEBIT,6228.93,C2733,17214.04,15092.44,M2733,12940.7,1973.44,0
20,TRANSFER,3157.41,C2734,1952.2,8788.85,M2734,15115.35,2009.33,0
587,CASH_OUT,5423.38,C2735,4808.91,15697.37,M2735,6430.99,5245.36,0
735,DEBIT,921.54,C2736,8130.77,19525.43,M2736,9793.46,4917.28,0
70,CASH_OUT,6792.66,C2737,17316.83,4796.83,M2737,18914.23,14844.45,0
211,CASH_OUT,7253.71,C2738,18777.67,17246.83,M2738,18910.87,11454.89,0
101,CASH_IN,9650.67,C2739,19854.49,12436.48,M2739,6150.06,15279.52,0
698,CASH_OUT,2611.37,C2740,19183.87,16345.89,M2740,16199.76,1397.92,0
132,CASH_OUT,194.38,C2741,118.84,13031.72,M2741,11878.88,9704.28,0
623,DEBIT,5460.63,C2742,954.17,8478.99,M2742,19509.69,6475.51,0
381,DEBIT,7070.84,C2743,2952.14,4561.5,M2743,9552.27,16998.79,0
132,PAYMENT,7906.17,C2744,6977.24,1400.7,M2744,15494.14,14155.78,0
20,CASH_IN,1945.45,C2745,16598.36,10710.37,M2745,15362.74,17385.17,0
536,CASH_OUT,2624.91,C2746,17853.12,19806.52,M2746,9948.66,928.54,0
227,CASH_IN,5130.78,C2747,3736.69,14760.84,M2747,15912.6,14416.47,0
154,TRANSFER,3312.7,C2748,12393.28,6546.91,M2748,5220.81,10800.17,0
742,CASH_OUT,8606.51,C2749,18347.24,16544.1,M2749,2445.06,16500.0,0
469,CASH_IN,4742.86,C2750,9274.63,15379.68,M2750,8503.27,10143.21,0
405,PAYMENT,7997.79,C2751,2070.87,5632.72,M2751,18872.61,10804.18,0
202,PAYMENT,5810.39,C2752,9156.27,286.15,M2752,10014.89,1035.35,0
38,CASH_OUT,7733.17,C2753,7515.9,2363.25,M2753,12705.18,13370.46,0
188,TRANSFER,3333.4,C2754,11553.16,17546.12,M2754,12483.25,5462.8,0
57,PAYMENT,8315.85,C2755,8773.17,16731.26,M2755,2651.46,393.88,0
20,PAYMENT,2752.98,C2756,346.92,5904.18,M2756,7805.94,1328.74,0
273,TRANSFER,5465.53,C2757,19879.95,5703.91,M2757,14138.78,19145.71,0
119,CASH_IN,2147.93,C2758,10870.8,15857.3,M2758,19439.8,6921.55,0
583,PAYMENT,4760.51,C2759,9472.62,18754.75,M2759,3360.35,17361.51,0
516,DEBIT,3188.57,C2760,19092.35,15582.75,M2760,8208.84,19193.54,0
221,PAYMENT,2674.37,C2761,3117.21,12111.57,M2761,1901.88,18865.34,0
526,CASH_IN,9670.18,C2762,3784.75,4853.43,M2762,4847.53,17634.5,0
515,CASH_IN,1609.14,C2763,16160.29,10514.96,M2763,7535.19,17896.88,0
728,CASH_OUT,7875.39,C2764,5216.62,4670.24,M2764,10812.86,5780.16,0
741,DEBIT,9841.81,C2765,15984.54,16160.23,M2765,4611.34,3029.4,0
336,CASH_IN,208.82,C2766,5430.67,7739.22,M2766,4551.25,12785.25,0
698,TRANSFER,6993.28,C2767,663.75,16673.94,M2767,15556.6,9762.11,0
55,DEBIT,2536.59,C2768,10340.29,7632.18,M2768,19252.83,1974.93,0
500,DEBIT,414.47,C2769,3933.73,16482.99,M2769,6472.26,13550.83,0
536,TRANSFER,4034.87,C2770,15156.93,6666.36,M2770,13759.84,11257.2,0
162,PAYMENT,9352.83,C2771,12823.99,8802.65,M2771,5161.61,17261.35,0
670,TRANSFER,127.53,C2772,18472.05,12309.77,M2772,18559.05,12183.68,0
594,TRANSFER,5882.98,C2773,15659.77,1405.75,M2773,13458.05,11478.92,0
159,PAYMENT,5018.95,C2774,3615.52,18964.14,M2774,16053.54,8815.03,0
188,PAYMENT,8735.11,C2775,16003.16,11472.12,M2775,987.08,9255.74,0
60,PAYMENT,849.18,C2776,12834.74,10156.4,M2776,11970.12,19087.62,0
319,PAYMENT,6818.45,C2777,13379.03,16787.88,M2777,10552.25,2768.92,0
211,PAYMENT,6804.3,C2778,16645.26,17315.25,M2778,5859.94,8924.38,0
406,TRANSFER,6694.11,C2779,11476.48,10445.21,M2779,5248.6,13116.54,0
664,CASH_OUT,9423.92,C2780,9320.07,18545.25,M2780,11600.5,8660.21,0
109,CASH_OUT,8232.64,C2781,12732.82,1294.76,M2781,14129.71,5664.31,0
76,CASH_IN,429.31,C2782,5959.15,2264.52,M2782,663.46,5747.15,0
542,CASH_OUT,4716.12,C2783,3651.94,11935.76,M2783,11348.03,4673.12,1
314,CASH_OUT,3985.55,C2784,12331.76,7081.32,M2784,3409.19,6878.06,0
117,TRANSFER,3108.37,C2785,4676.97,9284.5,M2785,2807.25,17433.5,0
704,PAYMENT,4518.85,C2786,1598.3,6561.58,M2786,12462.39,10104.49,0
19,PAYMENT,3848.1,C2787,11.08,8094.51,M2787,6217.4,4804.77,0
432,TRANSFER,4329.02,C2788,12166.39,16452.93,M2788,8817.6,7690.53,0
685,CASH_OUT,9792.83,C2789,7242.98,11869.52,M2789,7199.98,2116.61,0
740,TRANSFER,895.44,C2790,15046.22,19946.89,M2790,12966.73,18080.71,0
350,CASH_IN,9223.09,C2791,7503.53,15737.58,M2791,9402.4,8163.96,0
183,PAYMENT,4807.56,C2792,9720.07,5473.33,M2792,19269.17,19607.82,0
113,DEBIT,6241.19,C2793,8141.7,5286.9,M2793,7047.66,6950.78,0
183,CASH_IN,8303.53,C2794,13011.5,6717.97,M2794,14805.69,16727.12,0
481,CASH_IN,3611.03,C2795,7122.78,16865.19,M2795,5145.85,5127.71,0
146,TRANSFER,4309.91,C2796,19275.35,545.75,M2796,10175.06,1523.06,0
628,CASH_OUT,4101.09,C2797,18722.94,4603.63,M2797,11051.4,634.67,0
113,PAYMENT,3753.56,C2798,16960.56,18098.37,M2798,6582.19,12123.37,0
476,DEBIT,9256.04,C2799,18406.01,12797.93,M2799,9435.61,6231.47,0
303,CASH_IN,8291.01,C2800,8982.79,4536.94,M2800,5585.57,8870.4,0
118,DEBIT,1098.91,C2801,10728.61,4382.9,M2801,120.02,16372.94,0
161,CASH_OUT,1090.15,C2802,14841.85,17252.36,M2802,4312.97,4962.16,0
401,CASH_OUT,4284.42,C2803,13922.92,17875.15,M2803,14001.28,6173.05,0
198,DEBIT,995.59,C2804,17813.57,5122.62,M2804,15419.26,16906.72,0
260,PAYMENT,6194.74,C2805,14326.62,8410.21,M2805,5604.06,9855.25,0
660,CASH_OUT,1445.48,C2806,19957.69,16691.91,M2806,8160.86,16553.3,0
47,DEBIT,5228.51,C2807,6970.12,15420.15,M2807,747.31,7489.52,0
399,CASH_IN,82.13,C2808,16659.95,16278.32,M2808,4741.26,7967.4,0
710,DEBIT,3172.8,C2809,13952.7,10367.96,M2809,15584.39,3342.77,0
559,DEBIT,6775.14,C2810,13827.73,18230.98,M2810,12119.73,18326.92,0
78,TRANSFER,4845.55,C2811,6516.71,6519.03,M2811,4115.41,17935.67,0
124,CASH_OUT,9782.91,C2812,15712.04,3133.44,M2812,5148.84,19684.34,0
75,PAYMENT,8742.3,C2813,18007.52,14174.65,M2813,16336.04,8048.94,0
137,PAYMENT,3597.12,C2814,4370.97,10787.09,M2814,4181.68,16372.3,0
602,TRANSFER,464.41,C2815,12509.94,17091.72,M2815,6683.15,8299.07,0
400,PAYMENT,8457.81,C2816,7842.7,1623.18,M2816,13287.17,9085.98,0
505,DEBIT,9113.23,C2817,19790.96,16873.85,M2817,11222.25,16599.99,0
500,TRANSFER,8208.07,C2818,9576.66,5865.89,M2818,9217.4,3547.34,0
573,CASH_IN,1288.22,C2819,4566.4,13097.11,M2819,17994.82,4406.22,0
138,CASH_OUT,9979.17,C2820,7637.15,802.58,M2820,4394.21,6294.56,0
50,CASH_OUT,2593.26,C2821,13076.77,12191.63,M2821,14828.4,15763.58,0
619,CASH_OUT,7244.81,C2822,1521.79,14345.43,M2822,3181.28,7453.03,0
625,DEBIT,9081.27,C2823,12072.04,7375.0,M2823,12314.68,7163.36,1
254,CASH_IN,2364.51,C2824,18624.5,4308.21,M2824,17412.47,19976.33,0
630,TRANSFER,9083.5,C2825,17007.26,10752.61,M2825,9158.04,7676.12,0
710,TRANSFER,3101.72,C2826,1353.47,16663.82,M2826,14485.89,4955.41,0
563,CASH_OUT,9764.37,C2827,19867.8,6470.95,M2827,16407.87,12464.27,0
426,CASH_IN,2819.79,C2828,13974.54,5049.39,M2828,2720.53,16037.6,0
547,CASH_IN,9534.82,C2829,3245.62,5578.71,M2829,14116.54,1392.16,0
302,CASH_IN,544.91,C2830,248.32,18982.64,M2830,18396.82,12377.84,0
581,PAYMENT,7095.63,C2831,3425.65,7185.54,M2831,11527.41,714.71,0
349,PAYMENT,5325.79,C2832,16763.52,72.08,M2832,3722.44,10526.65,0
49,CASH_OUT,4783.99,C2833,432.79,15633.62,M2833,2538.85,5139.83,0
74,CASH_IN,2242.71,C2834,4662.95,13985.5,M2834,5194.71,6132.83,0
704,CASH_IN,7058.9,C2835,15146.11,2571.37,M2835,2070.27,9341.92,0
261,TRANSFER,1916.19,C2836,11722.21,19698.08,M2836,10267.88,18542.15,0
356,TRANSFER,5532.89,C2837,15654.71,12161.25,M2837,1394.09,14213.35,0
582,CASH_OUT,2539.92,C2838,14923.01,10015.59,M2838,4468.09,18736.91,0
602,CASH_IN,9556.66,C2839,1012.03,7644.39,M2839,8798.21,13199.42,0
260,CASH_OUT,296.03,C2840,17850.23,17973.46,M2840,9478.3,142.15,1
638,TRANSFER,2005.29,C2841,4540.64,4879.27,M2841,11307.97,5311.7,0
743,TRANSFER,2430.68,C2842,11067.85,5715.38,M2842,14112.3,18115.45,0
295,PAYMENT,4146.54,C2843,12885.76,2448.22,M2843,944.57,12868.91,0
641,CASH_OUT,2334.98,C2844,3372.56,15182.38,M2844,1612.42,19632.94,0
313,CASH_OUT,4918.58,C2845,19524.63,11910.99,M2845,1217.18,3119.28,0
612,CASH_IN,8725.93,C2846,9763.12,12181.32,M2846,8463.01,5934.96,0
182,CASH_IN,7123.51,C2847,1152.85,4369.41,M2847,836.96,7247.35,0
686,PAYMENT,5803.82,C2848,18745.24,13023.37,M2848,14921.63,6531.16,0
364,DEBIT,899.14,C2849,11725.36,15309.17,M2849,4460.0,5039.83,0
188,DEBIT,6942.98,C2850,13983.86,7157.77,M2850,18784.25,8869.31,0
569,DEBIT,1672.48,C2851,10503.52,16026.94,M2851,9728.08,12845.96,0
543,CASH_OUT,7865.81,C2852,16694.76,6975.81,M2852,8926.52,6225.14,0
596,CASH_OUT,2508.07,C2853,662.67,15162.77,M2853,15610.77,1594.0,0
664,TRANSFER,4176.32,C2854,5367.57,674.6,M2854,14263.08,14170.65,0
548,CASH_OUT,3511.2,C2855,9392.97,11023.29,M2855,12146.18,9180.33,0
725,CASH_OUT,8589.55,C2856,1532.07,19390.53,M2856,18702.93,11129.65,0
408,CASH_OUT,1274.18,C2857,14118.13,19624.89,M2857,8445.19,9108.01,0
618,PAYMENT,5660.79,C2858,7873.27,5635.05,M2858,16170.63,17807.15,1
414,CASH_OUT,1429.2,C2859,5453.36,8827.98,M2859,7601.86,11174.9,0
342,CASH_IN,7050.91,C2860,67.58,1259.56,M2860,16766.91,18465.54,0
220,CASH_IN,9051.73,C2861,14396.61,17466.83,M2861,5189.49,10211.51,0
163,TRANSFER,4351.73,C2862,16676.19,11371.44,M2862,5785.34,5851.76,0
220,PAYMENT,4886.04,C2863,7900.81,7702.01,M2863,13557.39,7108.85,0
270,CASH_IN,9274.95,C2864,11284.36,2255.41,M2864,4254.27,10442.59,0
632,PAYMENT,5214.7,C2865,4553.73,18935.35,M2865,4583.08,10599.79,0
400,PAYMENT,4881.11,C2866,12443.95,10604.38,M2866,6105.25,13746.75,0
182,TRANSFER,5787.51,C2867,242.75,5658.56,M2867,13578.58,4489.9,0
618,PAYMENT,6895.41,C2868,9772.88,7004.3,M2868,17787.76,13176.86,0
729,CASH_OUT,1077.76,C2869,12884.11,5413.94,M2869,13491.35,15571.76,0
205,PAYMENT,8212.89,C2870,18363.84,12036.2,M2870,16556.28,13531.84,0
582,TRANSFER,4360.7,C2871,7626.72,18599.27,M2871,10871.21,9636.56,0
556,TRANSFER,732.76,C2872,15303.8,17133.88,M2872,1378.46,19833.61,0
228,TRANSFER,7863.96,C2873,11953.74,9207.62,M2873,2009.32,8096.26,0
696,CASH_IN,3775.73,C2874,18540.24,16529.99,M2874,11087.84,2131.81,0
619,CASH_OUT,1012.67,C2875,7967.55,8462.11,M2875,6556.02,16430.08,0
596,CASH_IN,6341.45,C2876,6381.91,5046.14,M2876,4411.36,4244.02,0
250,DEBIT,8802.51,C2877,17742.84,19668.3,M2877,9325.14,14265.71,0
441,CASH_OUT,8878.66,C2878,984.89,6077.75,M2878,13329.93,3579.53,0
533,PAYMENT,9577.06,C2879,2727.71,6474.48,M2879,7699.84,337.55,0
196,TRANSFER,8678.38,C2880,1648.09,19793.86,M2880,16050.85,3195.97,0
690,DEBIT,31.39,C2881,16862.2,2678.55,M2881,14770.46,7539.77,0
519,CASH_OUT,3808.61,C2882,212.15,15210.68,M2882,14698.3,2132.36,0
70,CASH_IN,8187.24,C2883,17233.14,18716.26,M2883,19703.79,3953.58,0
639,TRANSFER,3668.87,C2884,9025.36,10235.9,M2884,5904.6,15292.53,0
399,CASH_IN,6019.47,C2885,80.51,50.44,M2885,12894.51,15397.67,0
672,CASH_OUT,6067.11,C2886,8032.9,7501.18,M2886,17109.57,16349.76,0
203,CASH_OUT,3656.6,C2887,3736.02,2231.38,M2887,11590.49,16823.1,0
148,DEBIT,9045.69,C2888,12488.01,8323.75,M2888,15790.04,8408.72,0
472,PAYMENT,5037.25,C2889,13587.18,15800.54,M2889,8289.04,17350.99,0
655,CASH_IN,4653.19,C2890,9750.55,8774.23,M2890,11809.83,10518.74,0
199,DEBIT,9975.16,C2891,810.39,8638.5,M2891,1113.33,9411.94,0
426,TRANSFER,4940.07,C2892,13122.58,11135.79,M2892,19715.35,14370.73,0
666,PAYMENT,1792.2,C2893,16840.78,11633.81,M2893,16000.37,4276.37,0
492,DEBIT,5135.56,C2894,14406.49,17125.93,M2894,17376.18,15789.95,0
142,CASH_IN,8142.03,C2895,16599.16,6167.11,M2895,13885.89,8589.32,1
313,CASH_OUT,7770.83,C2896,4010.19,16433.43,M2896,3721.0,2545.91,0
165,TRANSFER,7887.93,C2897,17777.76,11318.67,M2897,620.57,2386.24,0
314,CASH_IN,7083.16,C2898,6443.87,6010.59,M2898,17293.13,3298.13,0
21,PAYMENT,2549.64,C2899,268.1,5902.52,M2899,7926.61,17811.45,0
82,PAYMENT,8622.22,C2900,16867.83,7222.75,M2900,5277.3,19818.76,0
581,CASH_OUT,8935.5,C2901,18836.43,12453.86,M2901,11233.46,7139.48,0
131,CASH_OUT,1949.59,C2902,13111.16,4616.23,M2902,8417.97,5842.88,0
599,TRANSFER,1313.25,C2903,4628.73,18406.67,M2903,13033.32,4375.42,0
730,TRANSFER,9756.29,C2904,5034.89,11498.25,M2904,9675.86,16476.33,0
305,CASH_OUT,8684.56,C2905,9331.86,18400.32,M2905,13944.66,4184.15,0
371,CASH_OUT,8933.43,C2906,17956.62,928.09,M2906,17068.47,18481.8,0
384,PAYMENT,8864.9,C2907,2991.95,6852.23,M2907,3911.14,13347.01,0
445,CASH_OUT,5421.45,C2908,16519.47,456.15,M2908,6588.66,17942.56,0
425,DEBIT,6467.55,C2909,5826.06,5445.04,M2909,8736.31,11080.2,0
161,CASH_IN,5458.17,C2910,16171.72,17240.13,M2910,19241.17,13813.6,0
178,CASH_OUT,521.55,C2911,18405.42,732.19,M2911,7306.67,12389.16,0
629,TRANSFER,7457.58,C2912,8549.88,8722.94,M2912,7622.0,16623.91,0
708,DEBIT,5058.27,C2913,7301.01,2351.34,M2913,13069.45,16717.22,0
490,TRANSFER,6480.61,C2914,16044.43,8336.81,M2914,8383.99,11795.86,0
327,DEBIT,5031.37,C2915,10589.66,16777.03,M2915,19024.47,12650.15,0
598,CASH_OUT,4923.2,C2916,13688.98,12461.42,M2916,17889.38,18437.52,0
289,CASH_IN,1726.17,C2917,12456.58,14735.13,M2917,10268.18,18597.33,0
593,TRANSFER,2794.35,C2918,3057.78,6982.08,M2918,12895.5,13285.0,0
664,DEBIT,1596.94,C2919,16895.81,18887.95,M2919,1160.61,155.09,0
